id,order_id,variant_id,quantity,price_at_purchase
1,13973,11463,1,100000
2,5463,166,1,100000
3,13589,5697,1,100000
4,9319,2094,1,100000
5,4515,9164,1,100000
6,12806,4352,1,100000
7,5944,7178,1,100000
8,14788,10723,1,100000
9,1987,1335,1,100000
10,3287,8920,1,100000
11,7391,11215,1,100000
12,14479,1970,1,100000
13,6654,3933,1,100000
14,9791,9429,1,100000
15,5777,3585,1,100000
16,13443,4458,1,100000
17,6809,5916,1,100000
18,973,124,1,100000
19,6952,859,1,100000
20,4074,4466,1,100000
21,921,6014,1,100000
22,13449,9929,1,100000
23,7334,7364,1,100000
24,12380,2254,1,100000
25,8024,7061,1,100000
26,8559,10549,1,100000
27,1520,6731,1,100000
28,3869,9304,1,100000
29,348,5854,1,100000
30,11369,4496,1,100000
31,8118,10315,1,100000
32,11706,5129,1,100000
33,998,8320,1,100000
34,5224,10373,1,100000
35,4584,167,1,100000
36,14540,2479,1,100000
37,12296,1836,1,100000
38,5660,6714,1,100000
39,8450,8428,1,100000
40,2763,5462,1,100000
41,14166,124,1,100000
42,9846,1775,1,100000
43,12248,6579,1,100000
44,8955,6050,1,100000
45,7054,8917,1,100000
46,3077,6524,1,100000
47,3098,3773,1,100000
48,122,1552,1,100000
49,11015,6727,1,100000
50,2037,2325,1,100000
51,13681,3031,1,100000
52,5463,6714,1,100000
53,2645,873,1,100000
54,3185,2663,1,100000
55,1759,7190,1,100000
56,11596,3409,1,100000
57,9747,7103,1,100000
58,7305,3098,1,100000
59,14443,4250,1,100000
60,14989,11843,1,100000
61,5734,5238,1,100000
62,1900,4298,1,100000
63,11636,7063,1,100000
64,3380,8952,1,100000
65,14956,11311,1,100000
66,3488,5894,1,100000
67,12121,3257,1,100000
68,5054,9739,1,100000
69,5818,6180,1,100000
70,6572,3939,1,100000
71,12238,6621,1,100000
72,8987,9409,1,100000
73,6259,6252,1,100000
74,8105,7556,1,100000
75,19,9175,1,100000
76,14719,7970,1,100000
77,8476,11012,1,100000
78,11618,610,1,100000
79,4075,11132,1,100000
80,10448,4614,1,100000
81,7916,75,1,100000
82,11353,741,1,100000
83,14136,6948,1,100000
84,800,11862,1,100000
85,5323,10722,1,100000
86,1372,4104,1,100000
87,384,6473,1,100000
88,10103,8879,1,100000
89,7716,3370,1,100000
90,3978,6488,1,100000
91,4444,5349,1,100000
92,7371,8990,1,100000
93,5452,8457,1,100000
94,1892,11189,1,100000
95,12453,2615,1,100000
96,2265,8836,1,100000
97,14874,9029,1,100000
98,7798,5968,1,100000
99,2712,8414,1,100000
100,14306,11699,1,100000
101,13111,1254,1,100000
102,8829,4107,1,100000
103,12713,11164,1,100000
104,1769,2638,1,100000
105,341,3032,1,100000
106,9487,7195,1,100000
107,14544,147,1,100000
108,12082,461,1,100000
109,8850,6406,1,100000
110,9624,9833,1,100000
111,3528,4331,1,100000
112,6754,10966,1,100000
113,7691,5376,1,100000
114,11905,4396,1,100000
115,12573,106,1,100000
116,2611,1188,1,100000
117,9907,2741,1,100000
118,4033,9872,1,100000
119,10267,5881,1,100000
120,3118,7204,1,100000
121,14315,1241,1,100000
122,11742,8049,1,100000
123,13668,11525,1,100000
124,14744,2515,1,100000
125,6833,960,1,100000
126,10370,800,1,100000
127,14904,1244,1,100000
128,6824,11104,1,100000
129,10187,2336,1,100000
130,728,1180,1,100000
131,9275,5579,1,100000
132,10988,3599,1,100000
133,10907,4051,1,100000
134,2133,442,1,100000
135,14908,8806,1,100000
136,41,11124,1,100000
137,5226,2322,1,100000
138,6537,6814,1,100000
139,6170,6048,1,100000
140,8594,8788,1,100000
141,6174,8570,1,100000
142,10182,10655,1,100000
143,103,8589,1,100000
144,7525,10023,1,100000
145,1766,3242,1,100000
146,12453,9734,1,100000
147,12031,9479,1,100000
148,2868,11032,1,100000
149,13306,4227,1,100000
150,8973,10254,1,100000
151,5935,7654,1,100000
152,7391,290,1,100000
153,7557,7302,1,100000
154,14566,3077,1,100000
155,12944,3302,1,100000
156,2803,9268,1,100000
157,5109,9785,1,100000
158,1703,6185,1,100000
159,2138,6052,1,100000
160,168,7438,1,100000
161,4935,9186,1,100000
162,5637,8236,1,100000
163,7179,5249,1,100000
164,6012,9730,1,100000
165,6357,7273,1,100000
166,14261,9104,1,100000
167,5176,6589,1,100000
168,8635,11795,1,100000
169,4873,2394,1,100000
170,415,8779,1,100000
171,9296,9788,1,100000
172,1904,8216,1,100000
173,8001,8896,1,100000
174,6971,3652,1,100000
175,510,6404,1,100000
176,2498,10905,1,100000
177,2731,6731,1,100000
